"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total","Littoral sediment_1","Saltwater_1","Freshwater_1","total_cover","green","blue","grey","bgg_check","perc_green","perc_blue","perc_grey"
"Rotherham",3540337.677,10817.01468,2260956.143,3490548.226,798.1846097,3702.798553,800.6072542,9476.343678,900.6829623,85541.43513,0,300.2264301,0,248924.666,0,0,0,0,0,7275647.787,15432986.66,32361738.4522973,506473,0,0,20631147,32868211,"inland",71535,53.43033346,-1.350756629,2.926598704,"england",32868211.4522973,0,0,755397.666,32868211.4522973,9394702.9956193,764874.009678,22708634.447,32868211.4522973,28.5829455894007,2.32709349210585,69.0899609184935
"Rowley Regis",742859.9101,8416.573615,256720.2969,1319463.289,3958.534821,300.2393167,0,1260.120792,3789.991498,0,0,0,0,71738.5799,0,0,0,0,0,3353019.333,6068473.899,11830000.7679427,181087,0,0,7357740,12010688,"inland",39050,52.49208679,-2.045412041,3.324010906,"england",12011087.7679427,0,0,252825.5799,12011087.7679427,2335508.8352507,254085.700692,9421493.232,12011087.7679427,19.4446071860712,2.11542622617536,78.4399665877535
"Royal Leamington Spa",252347.6939,6368.145561,1243622.764,1018812.791,682348.9653,0,0,0,0,0,0,0,0,90261.17588,0,0,0,0,0,2537423.114,8196980.492,14028165.141641,211429,0,0,9860738,14239594,"inland",51310,52.29278826,-1.533147539,6.808647303,"england",14239594.141641,0,0,301690.17588,14239594.141641,3203500.359761,301690.17588,10734403.606,14239594.141641,22.4971324877369,2.11867117053403,75.3841963417291
"Royal Sutton Coldfield",2455471.648,133014.0772,2385228.577,4537952.215,32389.74744,0,0,17820.82186,68035.88623,0,0,0,0,74448.71142,0,0,0,0,0,3669242.138,24235491.26,37609095.08215,324924,0,0,25841135,37934019,"inland",93375,52.56939381,-1.828535569,7.376302898,"england",37934019.08215,0,0,399372.71142,37934019.08215,9612092.15087,417193.53328,27904733.398,37934019.08215,25.3389764212804,1.09978732381751,73.5612362549021
"Royal Tunbridge Wells",2630026.588,721517.9221,529160.1152,2927288.426,0,1400.22856,0,0,21006.2397,347794.3143,0,300.0503068,0,17348.10039,0,0,0,0,0,1438812.054,10622558.07,19257212.1085568,72235,0,0,12663498,19333748,"inland",51220,51.13332536,0.267854406,8.16437204,"england",19329447.1085568,0,0,89583.10039,19329447.1085568,7178493.8841668,89583.10039,12061370.124,19329447.1085568,37.1376058707288,0.463454023733266,62.398940105538
"Rugby",1591315.593,31039.64271,6198665.876,6482717.866,132843.0565,0,0,13083.8607,0,0,0,0,0,145151.8073,0,0,0,0,0,9022623.249,14210111.49,37827552.44121,449891,0,0,24326562,38277443,"inland",78120,52.3764132,-1.246931164,6.867409336,"england",38277443.44121,0,0,595042.8073,38277443.44121,14436582.03421,608126.668,23232734.739,38277443.44121,37.7156380790766,1.58873376413975,60.6956281567837
"Rugeley",902960.4781,44511.43356,1094722.296,2665773.944,0,0,3302.631747,0,12509.96845,500.3988277,0,0,0,83249.51746,0,0,0,0,0,1624757.52,5407939.89,11840228.0781447,205585,0,0,7315204,12045813,"inland",26145,52.7608018,-1.942471227,5.719594658,"england",12045813.0781447,0,0,288834.51746,12045813.0781447,4724281.1506847,288834.51746,7032697.41,12045813.0781447,39.219279927697,2.39780009523846,58.3829199770646
"Runcorn",3662445.558,0,1259722.673,1507961.075,4363751.951,0,0,0,0,0,6108.122511,0,0,85911.77088,0,11104.39555,0,463184.1468,243152.7247,5875110.865,13943450.4,31421903.682441,1613479,4051,2480,20602819,33041914,"estuarine",61645,53.32937273,-2.686912892,4.075382233,"england",33041913.682441,467235.1468,2480,1699390.77088,33041913.682441,10793881.257,2429471.160441,19818561.265,33041913.682441,32.6672400416567,7.35269507629051,59.9800648820528
"Rushden",317148.1802,8883.240167,2201593.591,2100177.145,115885.0017,0,0,0,0,0,0,0,0,83111.75225,0,0,0,0,0,1664073.079,6285293.766,12776165.755317,138484,0,0,7998334,12914650,"inland",31685,52.28933593,-0.597098776,6.820179802,"england",12914649.755317,0,0,221595.75225,12914649.755317,4743687.158067,221595.75225,7949366.845,12914649.755317,36.7310554133612,1.71584794360194,61.5530966430369
"Rustington",285484.164,15300.88661,2293298.464,2624309.856,2501.265006,57448.96274,0,201319.5323,0,0,0,0,0,3919.58703,0,410634.0689,0,502111.4178,3601.859228,2263621.123,8153604.817,16817156.003614,66951,7817,371363,10880620,17263287,"coastal",33885,50.81931918,-0.479379393,7.444509331,"england",17263287.003614,509928.4178,371363,70870.58703,17263287.003614,5278343.598356,1567717.465258,10417225.94,17263287.003614,30.575542173695,9.08122227783043,60.3432355484746
"Sale",625909.3275,0,312510.9127,11308.89219,4068529.226,0,0,0,0,0,46256.83192,0,0,38327.33254,0,0,0,0,0,1747002.829,10586851.56,17436696.91185,323223,0,0,12492316,17759920,"inland",62550,53.42132751,-2.321712546,7.55767533,"england",17759919.91185,0,0,361550.33254,17759919.91185,5018258.35839,407807.16446,12333854.389,17759919.91185,28.2560866450848,2.29622186633791,69.4476914885773
"Salford",1114753.352,0,215851.3743,608904.9218,2075831.787,0,400.3159028,100.0789735,100.0789771,1401.105747,60673.93763,0,0,116932.7914,0,0,0,0,0,9196380.462,10641658.63,24032988.8357304,1034912,0,0,17966043,25067901,"inland",108410,53.49185214,-2.286031412,2.651429942,"england",25067900.8357304,0,0,1151844.7914,25067900.8357304,4017242.9357269,1212618.8080035,19838039.092,25067900.8357304,16.0254460955939,4.83733686338467,79.1372170410215
"Salisbury",564409.1874,85597.35556,2789433.509,4862886.695,813922.1729,166407.1767,0,29188.61169,88755.02056,3202.542118,0,0,0,258812.7012,0,0,0,0,0,1716594.507,9603425.498,20982634.977128,401943,0,0,12445487,21384578,"inland",47690,51.07471806,-1.798777146,6.663739233,"england",21384577.977128,0,0,660755.7012,21384577.977128,9374613.659238,689944.31289,11320020.005,21384577.977128,43.8381981129797,3.22636394147191,52.9354379455484
"Scarborough",2251281.83,12538.25444,3699287.949,5110468.998,0,38938.95188,0,0,189.9668098,35696.60873,0,0,0,18977.31362,0,0,192325.0637,374569.2973,59187.49411,3788770.548,10765017.41,26347249.6855898,233206,143425,416584,15163725,27140944,"coastal",59505,54.25756487,-0.40446029,4.642005841,"england",27140464.6855898,517994.2973,416584,252183.31362,27140464.6855898,11148402.5588598,1438274.16873,14553787.958,27140464.6855898,41.0766826876735,5.29937193556472,53.6239453767618
"Scunthorpe",2735543.585,143286.2106,3874755.262,2728655.308,963549.3018,38626.36419,4573.330214,18624.48799,12175.43871,155355.0709,35900.88857,0,0,161357.7214,0,0,0,0,0,13735729.57,16478108.8,41086241.339374,457770,0,0,29572112,41544011,"inland",81265,53.58146478,-0.64750643,4.32616976,"england",41544011.339374,0,0,619127.7214,41544011.339374,10656519.871414,673653.09796,30213838.37,41544011.339374,25.6511577188843,1.62154080995432,72.7273014711614
"Seaford",64612.68557,0,1261374.745,1384169.215,0,380990.4215,0,48492.63127,0,0,0,0,0,2800.702568,0,227640.989,0,64083.28353,7748.372628,711598.1123,5582984.28,9736495.438366,13068,12845,388889,6667944,10152159,"coastal",23865,50.77604784,0.114381244,7.337291225,"england",10151297.438366,76928.28353,388889,15868.702568,10151297.438366,3091147.06707,765567.978996,6294582.3923,10151297.438366,30.4507584950399,7.54157765196199,62.0076638529981
"Sedgley",1487243.327,9694.405261,270886.5921,2227628.427,3376.311597,2277.620231,0,0,0,0,0,0,0,6780.870049,0,0,0,0,0,1289754.993,7011556.697,12309199.243238,17133,0,0,7232629,12326332,"inland",31990,52.52671436,-2.128068506,5.92830797,"england",12326332.243238,0,0,23913.870049,12326332.243238,4001106.683189,23913.870049,8301311.69,12326332.243238,32.4598315560083,0.194006372512949,67.3461620714787
"Sevenoaks",3227672.313,189382.2554,725417.0465,3109479.776,0,74009.14617,0,0,1600.352244,131911.6066,0,3805.565692,0,42514.25021,0,0,0,0,0,618005.0104,9740677.308,17864474.630216,510562,0,0,11311296,18375037,"inland",26475,51.27840549,0.185102752,8.986393072,"england",18375036.630216,0,0,553076.25021,18375036.630216,7463278.061606,553076.25021,10358682.3184,18375036.630216,40.6163982788113,3.00993277640883,56.3736689447799
"Sheffield",15480574.83,293312.9544,4897702.115,18847601.41,16892.16055,702128.7645,210117.164,1329.895735,97626.60796,76568.96939,0,108123.944,0,283011.6906,0,0,0,0,0,27268096.49,80661950.25,148945037.246135,1030279,4397,0,114738370,149979713,"inland",500535,53.37388224,-1.460457258,4.510026371,"england",149979713.246135,4397,0,1313290.6906,149979713.246135,40730648.9198,1319017.586335,107930046.74,149979713.246135,27.157438855051,0.879464000688101,71.9630971442609
"Shrewsbury",1918451.045,0,5606743.272,4779720.537,643500.7522,0,0,106842.0213,0,400.293008,6360.760464,0,0,88150.46297,0,0,0,0,0,3903282.324,16285722.22,33339173.687942,707165,0,0,23133867,34046339,"inland",76015,52.71120659,-2.753172814,6.950394588,"england",34046338.687942,0,0,795315.46297,34046338.687942,12948815.899208,908518.244734,20189004.544,34046338.687942,38.0329174831184,2.66847561219781,59.2986069046838
"Sittingbourne",656988.6702,6299.486981,4040209.726,2914298.505,598.0751504,151524.5207,0,585166.327,0,0,0,0,0.095706749,33665.76875,0,7957.396371,0,0,530723.8334,6653066.755,6412663.613,21993162.7732591,242021,125607,135154,14063633,22495944,"inland",54390,51.34627006,0.739593463,4.920673654,"england",22495944.7732591,125607,135154.095706749,275686.76875,22495944.7732591,7769918.9840314,1660295.42122775,13065730.368,22495944.7732591,34.539198341505,7.38042095125223,58.0803807072428
"Skegness",65209.22676,1200.236969,2691507.72,2067895.423,482.8566802,1900.365038,0,700.1428481,200.0382948,0,0,0,0,9001.29618,0,43849.39545,0,503097.155,205784.4967,3449572.745,4203996.281,13244397.3789201,209547,11346,419,7589020,13465710,"coastal",20700,53.14276507,0.32047561,2.038740637,"england",13465709.3789201,514443.155,419,218548.29618,13465709.3789201,4828395.866742,983744.4861781,7653569.026,13465709.3789201,35.8569736719598,7.30555263370011,56.8374736943401
"Skelmersdale",2149406.386,100.0738795,3563252.512,1790697.711,561072.3956,0,13559.97304,0,0,0,0,0,0,954.7188564,0,0,0,0,0,2698190.806,7522349.578,18299584.1543759,46215,0,0,11332673,18345799,"inland",34915,53.55165445,-2.783376696,3.908519825,"england",18345799.1543759,0,0,47169.7188564,18345799.1543759,8078089.0515195,47169.7188564,10220540.384,18345799.1543759,44.0323639408899,0.257114549546068,55.710521509564
"Slough",1337396.837,72413.4072,1742238.581,7860350.015,24545.11917,0,0,17575.96707,128687.922,1400.778618,0,0,0,203764.4378,0,0,0,0,0,8187092.342,19819579.35,39395044.756858,488238,0,0,28050274,39883883,"inland",166855,51.51777943,-0.591044355,5.075138016,"england",39883282.756858,0,0,692002.4378,39883282.756858,11167032.659988,709578.40487,28006671.692,39883282.756858,27.9992816239977,1.77913741252401,70.2215809634783
"Smethwick",405522.3929,3381.439838,42716.45628,645515.5683,0,0,0,800.6382915,0,0,0,0,0,34812.99546,0,0,0,0,0,6181695.691,5187313.959,12501759.1410695,141953,0,0,8799515,12646074,"inland",56340,52.49182016,-1.971914678,2.212052961,"england",12643712.1410695,0,0,176765.99546,12643712.1410695,1097135.857318,177566.6337515,11369009.65,12643712.1410695,8.67732391466163,1.40438687444272,89.9182892108956
"Solihull",3279266.283,94914.98705,1381707.111,5852915.201,51676.25909,0,0,58261.07143,18403.4694,0,0,0,0,112039.8574,0,0,0,0,0,6602383.795,25788848.82,43240416.85437,447992,0,0,33124378,43688409,"inland",107735,52.40858892,-1.808401271,7.868305693,"england",43688408.85437,0,0,560031.8574,43688408.85437,10678883.31054,618292.92883,32391232.615,43688408.85437,24.4432873399825,1.41523334230597,74.1414793177116
"South Shields",570173.4768,0,903083.5482,1040950.655,22880.85916,0,0,300.2302102,0,1184.73884,0,0,375.7863586,0,0,19086.95587,59516.77673,444170.4969,0,7672294.006,9348289.546,20082307.0760688,17945,53450,1160649,15376119,21314361,"coastal",73345,54.978288,-1.423995942,3.266507443,"england",21314351.0760688,497620.4969,1161024.7863586,17945,21314351.0760688,2538273.278,1755494.2460688,17020583.552,21314351.0760688,11.90875231876,8.23620780104267,79.8550398801973
"Southampton",3897104.853,686513.7804,139154.5923,4781972.232,5740.468925,0,400.2994119,111210.3152,479546.3169,0,0,0,1707.663181756,247659.21769,0,0,0,1034984.209,661429.8621,16437545.35,28906754.93,57391724.0901087,145104,480631,2546405,48174396,60512663,"estuarine",249620,50.92156977,-1.387552074,4.482484585,"england",60563864.0901087,1515615.209,2548112.66318176,392763.21769,60563864.0901087,9990432.5429369,5229131.26717176,45344300.28,60563864.0901087,16.4956987025677,8.63407800300143,74.8702232944309
"Southend-on-Sea",1444459.162,3099.040548,3104258.659,5715223.184,4699.899035,200161.8479,0,163954.3536,0,0,0,0,26.1244616,18579.53084,0,211280.0181,0,26931.84946,295302.475,13392799.4,20449648.56,45030424.1039446,145651,2088086,14695,36421940,47278861,"estuarine",182305,51.5553735,0.695427923,5.825888232,"england",47278856.1039446,2115017.84946,14721.1244616,164230.53084,47278856.1039446,10471901.792483,2964506.3514616,33842447.96,47278856.1039446,22.1492283346705,6.27025819944545,71.580513465884
"Southport",989744.1128,0,7161461.332,3224913.278,90882.26247,0,0,26569.50113,0,0,0,0,0,12324.20858,0,1578361.73,0,56695.15019,892859.1637,4965720.024,17883016.93,36882547.69287,643636,0,849,25720259,37527033,"coastal",94440,53.63557711,-2.99189493,5.492077154,"england",37527032.69287,56695.15019,849,655960.20858,37527032.69287,11467000.98527,3211294.7536,22848736.954,37527032.69287,30.5566418723234,8.5572839714826,60.886074156194
"Southwark",1316779.984,55712.4808,30160.19652,2285344.01,100.034799,5819.633257,0,16520.45924,0,0,0,0,0,58836.38712,0,0,0,0,300.1016079,23989134.38,5386968.07,33145675.7373439,229082,217698,1530539,27197859,35124195,"inland",307700,51.48575802,-0.072340081,4.379505314,"england",35122994.7373439,217698,1530539,287918.38712,35122994.7373439,3693916.339376,2052975.9479679,29376102.45,35122994.7373439,10.5170882124368,5.84510507523753,83.6378067123256
"Spalding",81937.74047,200.0830102,3253406.974,1779789.945,4651.107255,0,0,300.1242729,0,0,0,0,0,122995.2609,0,0,0,0,0,2082906.836,7001143.996,14327332.0669081,550029,28291,30255,9183193,14935883,"inland",30550,52.77952248,-0.157551919,6.812633292,"england",14935907.0669081,28291,30255,673024.2609,14935907.0669081,5119985.8497352,731870.3851729,9084050.832,14935907.0669081,34.2797114818624,4.90007323890243,60.8202152792351
"St Albans",1507723.721,13113.30122,2127349.684,4621146.602,0,0,100.0456383,2501.187086,0,0,0,0,0,31453.17147,0,0,0,0,0,2317152.857,13760855.07,24381395.6394143,100280,26,0,17486918,24481701,"inland",75540,51.75398792,-0.320712068,8.428581934,"england",24481701.6394143,26,0,131733.17147,24481701.6394143,8269433.3538583,134260.358556,16078007.927,24481701.6394143,33.7780170498644,0.548411056279877,65.6735718938557
"St Austell",962929.2377,15166.27505,612820.8521,1821746.24,299.9518977,117006.1984,0,599.9036201,184278.4061,14880.2635,0,288516.9659,0,57.93636839,25758.45843,1699.74925,23340.08405,8830.494169,799.8819927,516384.6305,6543430.879,11138546.4080279,60108,2027,54443,6749528,11255125,"inland",24360,50.34364381,-4.783001503,4.681012195,"england",11255124.4080279,10857.494169,54443,60165.93636839,11255124.4080279,4017644.3906477,177664.50788019,7059815.5095,11255124.4080279,35.6961348892959,1.57852104907404,62.7253440616301
"St Helens (St. Helens)",3228803.778,0,3427865.737,1139868.257,7570351.132,0,0,0,0,0,14259.23001,0,0,61687.83165,0,0,0,0,0,7813517.996,17026590.22,40282944.18166,619043,0,0,28808792,40902588,"inland",107680,53.44804362,-2.736723227,3.085596994,"england",40901987.18166,0,0,680730.83165,40901987.18166,15366888.904,694990.06166,24840108.216,40901987.18166,37.57003012042,1.69915964858457,60.7308102309954
"St Neots",428758.1133,4170.163856,2323618.029,2572294.821,0,200.0910206,100.0441836,2104.562727,0,0,0,0,0,111882.5604,0,0,0,0,0,1941023.61,5963600.384,13347752.3794872,369156,0,0,8322528,13716909,"inland",33265,52.22362147,-0.268385266,7.203146448,"england",13716908.3794872,0,0,481038.5604,13716908.3794872,5329141.2623602,483143.123127,7904623.994,13716908.3794872,38.8508920153583,3.52224502606951,57.6268629585722
"Stafford",1789500.303,0,5454888.564,6368503.503,3537.801433,0,0,245291.5354,0,1319.483752,0,0,0,85261.54705,0,0,0,0,0,4145074.916,15061467.43,33154845.083635,478837,0,0,22305879,33633782,"inland",71690,52.80061426,-2.10724664,6.891761634,"england",33633682.083635,0,0,564098.54705,33633682.083635,13617749.655185,809390.08245,19206542.346,33633682.083635,40.4884294895887,2.40648668925791,57.1050838211533
"Staines-upon-Thames",776025.1813,26459.98431,321828.4252,2149356.429,332946.5054,0,0,90.68504146,833.9014862,0,0,0,0,363207.7205,0,0,0,0,0,2082922.192,4322709.052,10376380.0762377,2056527,0,0,6791738,12432907,"inland",21325,51.42334674,-0.503987615,7.578578267,"england",12432907.0762377,0,0,2419734.7205,12432907.0762377,3607450.4266962,2419825.40554146,6405631.244,12432907.0762377,29.0153413403284,19.4630699859918,51.5215886736798
"Stanford-le-Hope",130775.6984,1491.680874,1623255.885,1575596.168,0,6632.262165,0,61695.60079,0,0,0,0,0,5640.915481,0,0,0,0,0,1892333.89,3589474.773,8886896.87371,59907,4775,3925,9430156,8953203,"estuarine",29525,51.51982738,0.447999042,6.234803907,"england",8955503.87371,4775,3925,65547.915481,8955503.87371,3337751.694439,135943.516271,5481808.663,8955503.87371,37.2703952955387,1.51798847042073,61.2116162340405
"Stevenage",2255703.626,36751.52417,2158222.55,4391382.811,0,0,100.0416228,0,0,0,0,0,0,22274.41943,0,0,0,0,0,3511497.097,15891370.26,28267302.3292228,94579,0,0,21946606,28361881,"inland",94470,51.90955472,-0.189831536,5.31732893,"england",28361881.3292228,0,0,116853.41943,28361881.3292228,8842160.5527928,116853.41943,19402867.357,28361881.3292228,31.1762130662406,0.412008703067238,68.4117782306922
"Stirling",2311306.068,0,3792322.254,1987068.363,8036.403965,0,0,0,0,5302.357333,300.1353522,0,1119.167624,2047.610986,0,0,0,27366.24808,264594.8769,5578850.114,6133071.785,20111385.3842402,139303,35580,434431,12541187,20720699,"inland",18141,56.12773299,-3.935294839,6.010270401,"scotland",20720699.3842402,62946.24808,435550.167624,141350.610986,20720699.3842402,8104035.446298,904742.0389422,11711921.899,20720699.3842402,39.1108200356489,4.3663682492799,56.5228117150712
"Stockport",2442947.96,0,647732.5801,3185654.299,1172682.47,0,0,19285.40349,0,0,6174.3433,0,0,23806.03142,0,0,0,0,0,5917222.644,19272857.87,32688363.60131,305360,0,0,23934640,32993724,"inland",117935,53.4105024,-2.16054852,4.566278958,"england",32993723.60131,0,0,329166.03142,32993723.60131,7449017.3091,354625.77821,25190080.514,32993723.60131,22.577073746245,1.07482799606141,76.3480982576936
"Stockton-on-Tees",2024109.139,0,2765545.7,1525332.05,440799.5034,0,0,261.2805187,0,4906.583021,0,0,43.04671786,15689.85351,0,1401.0452996,300.2232826,0,6262.82721,7492986.369,16670861.88,30948499.5009598,597762,36275,84513,23936100,31666124,"inland",84815,54.57302491,-1.326715052,3.913799644,"england",31667049.5009598,36275,84556.04671786,613451.85351,31667049.5009598,6760692.975421,742508.27653876,24163848.249,31667049.5009598,21.349298662056,2.34473463186476,76.3059667060793
"Stoke-on-Trent",7279029.437,38780.6865,3223091.625,22152136.55,0,0,18285.52491,9846.875431,3614.846666,1105297.152,200.1589756,0,0,104342.1058,0,0,0,0,0,17658046.43,43783537.2,95376208.5922826,1047839,0,0,71265981,96424422,"inland",260560,52.98849537,-2.15061071,3.376721651,"england",96424047.5922826,0,0,1152181.1058,96424047.5922826,33820235.822076,1162228.1402066,61441583.63,96424047.5922826,35.0744826281103,1.2053301735693,63.7201871983204
"Stourbridge",932350.1396,21140.10506,1096372.586,2303406.393,17050.70833,0,0,0,100.0796451,0,0,0,0,23319.18827,0,0,0,0,0,3084619.859,12049290.56,19527649.6189051,111939,0,0,14529677,19639589,"inland",56950,52.45190963,-2.142995845,5.860554624,"england",19639588.6189051,0,0,135258.18827,19639588.6189051,4370420.0116351,135258.18827,15133910.419,19639588.6189051,22.2531138326804,0.688701738588354,77.0581844287312
"Stowmarket",720232.4146,9710.065044,2821725.848,1200786.499,0,0,1599.655758,0,0,0,0,0,0,1975.496201,0,0,0,0,0,1195146.344,4819106.136,10770282.458603,114889,0,0,6735927,10885172,"inland",21535,52.18558499,0.995791025,7.000878572,"england",10885171.458603,0,0,116864.496201,10885171.458603,4754054.482402,116864.496201,6014252.48,10885171.458603,43.6745943826606,1.07361190079038,55.251793716549
"Stratford-upon-Avon",340316.4839,5704.489696,3047069.067,2233468.365,965212.5341,0,0,0,0,0,0,0,0,85458.31108,0,0,0,0,0,1867301.2,6422674.926,14967205.376776,214113,0,0,9383643,15181319,"inland",28120,52.19273968,-1.721611568,7.57233556,"england",15181318.376776,0,0,299571.31108,15181318.376776,6591770.939696,299571.31108,8289976.126,15181318.376776,43.4202799526287,1.97328916794392,54.6064308794274
"Stratton St Margaret",723695.2053,18214.37103,776468.3224,1903122.793,30662.75901,2001.580517,0,17914.13101,43623.81812,1801.423469,0,0,0,46211.47845,0,0,0,0,0,3405125.873,6008583.23,12977424.985306,69394,0,0,8166450,13046819,"inland",20690,51.58537033,-1.745589661,7.084095415,"england",13046818.985306,0,0,115605.47845,13046818.985306,3499590.272846,133519.60946,9413709.103,13046818.985306,26.8233220433841,1.02338822674229,72.1532897298736
"Stroud",1284484.269,11553.59751,206598.5094,4532414.97,46179.51523,526270.4175,2101.662198,100.0792152,0,0,0,0,0,5131.267745,0,0,0,0,0,541231.9011,6975283.314,14131349.5028982,123761,0,0,7537839,14255111,"inland",26080,51.74315211,-2.226289412,7.064165357,"england",14255110.5028982,0,0,128892.267745,14255110.5028982,6609602.940838,128992.3469602,7516515.2151,14255110.5028982,46.3665500137246,0.904884931856366,52.7285650544191
"Sudbury",641576.9922,10497.1294,2630211.113,2649643.538,299.9774441,1899.852712,13321.60915,17950.76526,0,0,0,0,0,41017.1946,0,0,0,0,0,1182896.837,5324194.736,12513509.7447661,226381,0,0,7013251,12739891,"inland",23920,52.03927054,0.736819734,5.905856629,"england",12739890.7447661,0,0,267398.1946,12739890.7447661,5947450.2119061,285348.95986,6507091.573,12739890.7447661,46.6836830162729,2.23980696205915,51.0765100216679
"Sunderland",2975492.048,0,4666196.915,3015267.394,213204.392,8564.149681,0,2481.526605,0,42112.57757,0,100.0763942,791.3638474,3021.041462,0,93031.84465,87836.83642,395116.1027,100.0764292,16173033.34,26544138.26,54220487.9447588,305372,271411,1964466,40606556,56763065,"coastal",168315,54.90381249,-1.410041293,3.609146256,"england",56761736.9447588,666527.1027,1965257.3638474,308393.041462,56761736.9447588,10920937.5526452,3123627.7921136,42717171.6,56761736.9447588,19.2399636453578,5.50305180962583,75.2569845450164
"Sutton (Sutton)",2238789.525,84966.71577,584864.6162,7312803.144,71.90444751,600.247187,0,0,19310.93686,8966.036018,0,0,0,101696.4514,0,0,0,0,0,8778108.366,29154263.72,48284441.6628825,366745,0,0,36558482,48654888,"inland",209600,51.35884421,-0.175421075,7.476086261,"england",48651186.6628825,0,0,468441.4514,48651186.6628825,10250373.1254825,468441.4514,37932372.086,48651186.6628825,21.0691122428527,0.96285719533618,77.9680305618111
"Sutton in Ashfield",1197197.723,18853.82378,1346016.155,2854104.362,0,0,0,160.6035554,10559.13234,200.1472238,0,6204.609263,0,33046.33548,0,0,0,0,0,3339345.585,7889367.488,16695055.9646422,193606,0,0,11046272,16888661,"inland",36425,53.12784866,-1.256655359,4.198387999,"england",16888661.9646422,0,0,226652.33548,16888661.9646422,5433135.9526068,226812.9390354,11228713.073,16888661.9646422,32.1703161800592,1.34298939436559,66.4866944255752
"Swadlincote",1499222.153,16681.35495,1116260.613,2343788.603,0,0,0,0,5708.72749,300.233216,0,400.3092759,0,22015.59486,0,0,0,0,0,2350797.332,7374545.977,14729720.8977919,118876,0,0,9371022,14848597,"inland",34565,52.77562654,-1.564611795,5.717606651,"england",14848596.8977919,0,0,140891.59486,14848596.8977919,4982361.9939319,140891.59486,9725343.309,14848596.8977919,33.5544296085835,0.948854601076494,65.49671579034
"Swansea",8963626.33,10676.79909,1265238.3,7451651.112,131155.8891,0,300.1088751,1201227.787,122918.8199,1424272.814,67.6371639,5051.767055,0,0,559065.8802,309736.9426,0,2672754.775,125934.3141,8334704.639,40881029.06,73459412.975084,1554923,24585,292452,50800875,75331573,"coastal",238500,51.64411983,-3.930005899,5.588206945,"wales",75331372.975084,2697339.775,292452,1554923,75331372.975084,19374891.9400201,6740747.3360639,49215733.699,75331372.975084,25.7195523921068,8.94812754613329,65.3323200617599
"Swindon (Swindon)",2508886.567,52875.138,2631779.618,10544288.51,213897.3541,3933.204994,0,52741.41865,227718.0039,26833.48169,0,0,0,419991.3705,0,0,0,0,0,8225215.483,30641324.62,55549484.769834,414050,0,0,40405749,55963635,"inland",183680,51.56889766,-1.797390556,6.147575195,"england",55963534.769834,0,0,834041.3705,55963534.769834,16210211.877684,886782.78915,38866540.103,55963534.769834,28.9656683487795,1.58457251279274,69.4497591384278
"Tadworth and Epsom Downs",1855613.516,325740.4002,607890.0207,2575305.107,0,2597.746891,0,0,47336.608,88023.71527,0,0,0,1948.157953,0,0,0,0,0,244251.9058,8937568.141,14686275.318814,18227,0,0,9164508,14704502,"inland",27095,51.31272718,-0.230166623,8.848624372,"england",14704502.318814,0,0,20175.157953,14704502.318814,5502507.114061,20175.157953,9181820.0468,14704502.318814,37.4205600078059,0.137203949617434,62.4422360425767
"Tamworth",1522826.069,13091.59657,4195725.539,3892215.004,3228.944891,0,0,3627.298367,0,9414.314898,0,3402.682028,0,226136.327,0,0,0,0,0,4659600.545,14370067.27,28899335.590754,551862,0,0,20878273,29451197,"inland",76090,52.62403529,-1.674733513,5.46206688,"england",29451197.590754,0,0,777998.327,29451197.590754,9639904.150387,781625.625367,19029667.815,29451197.590754,32.7317900084762,2.65396890214198,64.6142410893818
"Taunton",705803.6461,9467.451257,2867524.112,4595110.981,5279.746555,0,5023.880822,28100.82781,5397.071634,0,0,187720.2682,0,11388.79981,0,0,0,0,0,2408085.52,13163524.12,23992426.425188,268552,0,0,16720256,24260978,"inland",61665,51.01846072,-3.102201918,6.233433641,"england",24260978.425188,0,0,279940.79981,24260978.425188,8381327.157568,308041.62762,15571609.64,24260978.425188,34.5465339883672,1.2696999363397,64.1837660752931
"Telford",14222939.75,25219.52447,9956176.377,10579073.71,109336.634,0,1108.963586,15880.97966,900.6978079,360492.4411,7005.433247,0,0,89946.06467,0,0,0,0,0,9758054,36532386.53,81658521.1055409,970567,82,0,55192667,82633073,"inland",156910,52.68763868,-2.47520912,4.946828225,"england",82629170.1055409,82,0,1060513.06467,82629170.1055409,35255248.0979639,1083481.477577,46290440.53,82629170.1055409,42.666830676059,1.31125784779526,56.0219114761457
"Thetford",962006.706,554547.5221,790610.294,1721948.501,699.9529191,101933.1928,65871.90522,37212.03293,0,0,0,0,0,57881.70523,0,0,0,0,0,1686343.081,5155387.815,11134442.7081991,172125,0,0,7415802,11306568,"inland",25510,52.41384871,0.744197377,4.549250445,"england",11306567.7081991,0,0,230006.70523,11306567.7081991,4197618.0740391,267218.73816,6841730.896,11306567.7081991,37.1254847834604,2.36339395877162,60.511121257768
