"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total"
"Peterhead",294298.3148,100.0795235,1155174.475,1151056.115,0,0,0,0,0,0,0,0,0,518.3557718,0,912538.2629,1323628.814,4244.512788,33880.06267,3716111.893,3824407.349,12415958.2344533,17958,37928,959555,8441701,13432283,"coastal",19110,57.50222144,-1.799158378,6.40829243,"scotland",13431399.2344533
"Peterlee",1853704.145,0,1214795.624,912128.0797,700.5273133,800.6065289,0,0,0,77976.85811,0,1200.909649,0,0,0,0,0,0,0,1537368.092,7037776.584,12636451.4263012,40107,0,0,8100484,12676658,"inland",19750,54.75964711,-1.349221772,3.121358057,"england",12676558.4263012
"Plymouth",9985626.782,194357.1468,2565604.561,7432129.591,0,379419.7726,300.0751018,17559.59118,41405.51328,19799.15953,0,472643.5663,0.886228987,2302.41507,100516.2452,18204.0324,920364.6614,1763210.361,404962.5439,15832324.56,40917447.13,81068178.5939908,405397,160370,2341796,61431541,83986605,"coastal",266955,50.39649545,-4.12571811,4.806477942,"england",83975741.5939908
"Pontefract",496295.2407,0,3158581.105,1685121.663,247.0089607,6104.559098,600.4489479,1099.30118,1000.746525,23056.77616,0,0,0,9478.956009,0,0,0,0,0,1377624.221,6358943.333,13118153.3595806,33906,0,0,8244898,13152060,"inland",32975,53.69209015,-1.308931249,4.253648014,"england",13152059.3595806
"Pontypool",3058574.833,144362.0488,277063.6369,2942460.38,0,7957.494617,352467.4639,487.6220457,41196.29491,0,0,60958.64138,0,5179.221127,0,0,0,0,0,675967.313,7708045.697,15274720.6466797,129266,0,0,9005432,15404071,"inland",29062,51.69117318,-3.026191403,5.010351949,"wales",15403986.6466797
"Pontypridd",4281841.316,149357.897,188818.6111,1795363.278,0,8227.075257,945529.958,1330.034055,26195.72225,0,0,73096.90958,0,100866.3703,0,0,0,0,0,865268.1811,7662274.43,16098169.782642,424791,0,0,8753921,16522961,"inland",31914,51.60541581,-3.333425722,4.511990779,"wales",16522960.782642
"Poole",1180486.44,1905365.411,124922.4268,3121196.21,11966.61368,800.6382818,4466.904091,25727.08196,1708276.132,0,0,1901.51596,9725.845082,72026.84836,0,28268.68619,0,843492.6946,798611.1593,12042998.64,27103420.72,48983653.9673048,398899,875353,2828996,39444561,53090988,"coastal",141005,50.72572347,-1.954229522,6.859236686,"england",53086901.9673048
"Port Talbot",1217823.884,1200.516596,32803.31781,1849387.716,53020.11508,0,2.272241228,926167.7953,30845.56712,158854.9938,0,0,0,0,166059.9771,150567.6325,0,1322048.593,149549.3608,15690697.73,2457222.32,24206251.7913472,776198,19839,145831,15701605,25148164,"coastal",31550,51.5926482,-3.789918997,3.927797672,"wales",25148119.7913472
"Portsmouth",198949.2326,12322.43302,1115391.381,6661875.343,247013.8699,192995.6157724,0,7458.856245,94816.75923,1400.979955,0,0,104.3622842,8350.312216,0,0,0,3781791.992,773922.1346,26896483.96,6920149.235,46913026.4668226,532567,164226,1510882,34550827,49143105,"coastal",223305,50.82339691,-1.075305096,4.908098006,"england",49120701.4668226
"Prescot",1036451.068,0,1425173.265,522687.1058,1802321.163,0,0,0,0,0,1601.169544,0,0,4694.993127,0,0,0,0,0,1562057.541,6864863.49,13219849.795471,49284,0,0,8629430,13269134,"inland",39225,53.41817592,-2.787637605,4.391274511,"england",13269133.795471
"Preston (Preston)",2863009.797,0,1498163.985,3790697.769,264368.8516,0,1100.825763,19840.71615,0,0,0,0,0,11549.82214,0,69007.74348,0,170846.5982,184875.823,7687604.01,12109447.39,28670513.331333,322264,45143,252245,19836669,29290166,"inland",94490,53.77135775,-2.70075444,3.260108672,"england",29290165.331333
"Prestwick",322485.4619,0,1544702.173,2224595.253,1700.239008,0,0,0,0,125066.0724,0,0,0,0,0,0,0,57097.7002,604214.3703,5217267.761,2286498.65,12383627.680808,41570,253492,14126,8416153,12693315,"coastal",14900,55.50233468,-4.597363823,6.904863929,"scotland",12692815.680808
"Pudsey",1046782.382,1301.021052,210578.7343,3324899.129,0,5151.691909,1301.022844,0,1985.350952,24665.44758,0,0,0,7842.412284,0,0,0,0,0,1821154.734,6894563.901,13340225.826921,30649,0,0,8335924,13370875,"inland",34850,53.80288874,-1.675859416,5.869387589,"england",13370874.826921
"Ramsgate",100966.7254,99.94185732,1548097.914,1024600.546,0,98485.75703,0,199.8853075,0,0,0,0,6752.111701,51.38018253,0,61849.25684,0,83056.7449,0,2736636.103,5285674.328,10946470.6942184,49075,268020,847490,8017174,12126947,"coastal",42030,51.33906914,1.406239445,2.998531669,"england",12111055.6942184
"Rawtenstall",1013277.566,577254.6008,24923.81519,4323805.954,41535.88549,64589.38689,964133.0345,0,73827.55275,2093630.408,100.0791198,76064.61221,0,8419.428934,0,0,0,0,0,1140856.963,5178141.168,15580560.4548838,220602,0,0,7200057,15801163,"inland",23680,53.70453661,-2.273950537,5.170978067,"england",15801162.4548838
"Rayleigh",1290801.294,7299.935274,2461847.331,2140035.67,0,96290.05287,0,7362.596721,0,0,0,0,0,18464.94126,0,0,0,0,0,1475565.814,7043596.399,14541264.034125,73862,0,0,8681219,14615126,"inland",32380,51.59282332,0.596070925,8.75648008,"england",14615126.034125
"Reading",2730470.951,171683.4677,1288934.542,7848715.568,430999.7652,4603.176349,0,71934.349,399784.6472,900.6228428,0,0,0,1199651.19,0,0,0,0,0,8349273.196,31635988.37,54132939.8452918,1447349,0,0,42522424,55580289,"inland",203795,51.44161655,-0.963079855,6.523067746,"england",55580288.8452918
"Redbridge",4159771.607,18844.44179,984501.1318,7401026.97,0,736.6510846,0,24522.86081,0,200.0595569,0,0,0,122485.2354,0,0,0,0,0,24100309.61,15778053.48,52590452.0474415,461914,3864,36863,37653473,53093792,"inland",310300,51.58422414,0.075204767,6.109273976,"england",53093093.0474415
"Redcar",665277.5467,0,664385.886,430961.386,85871.80119,0,0,0,0,800.5681877,0,0,0,82.23585092,0,197983.0522,5101.023811,748753.1794,0,7114347.991,2959481.969,12873046.6393396,79821,16126,27351,12486390,12996344,"coastal",37660,54.60669728,-1.077272809,4.404215241,"england",12996344.6393396
"Redditch",4740693.25,61473.36875,1706367.365,6423215.244,123068.6521,6204.944613,0,13210.51264,0,0,0,0,0,77114.68783,0,0,0,0,0,4376780.892,17805727.29,35333856.206933,233999,0,0,21708543,35567855,"inland",81635,52.29759107,-1.935475417,5.531132768,"england",35567855.206933
"Redhill (Reigate and Banstead)",1698179.543,107744.287,165991.7518,2365026.7,0,3163.655657,0,0,30123.10397,27042.06998,0,0,0,25147.17531,0,0,0,0,0,899219.011,6760520.129,12082157.426717,140778,0,0,6845837,12222936,"inland",32525,51.23004915,-0.17418949,7.616764028,"england",12222935.426717
"Reigate",1646888.786,238893.9289,570345.6956,2508267.461,0,81884.76507,0,0,15976.73576,30779.21075,0,0,0,16946.6236,0,0,0,0,0,369070.3819,7108620.427,12587674.01558,132063,0,0,7316123,12719737,"inland",23780,51.23837639,-0.204336668,8.695446482,"england",12719737.01558
"Renfrew",408417.7021,0,2216128.261,405826.9919,0,0,0,0,0,1000.230019,0,0,4754.291878,764.4823131,0,0,0,24066.36384,536786.935,11222320.92,547689.3304,15367755.5084501,12785,115677,677089,11324653,16173307,"inland",24920,55.87161695,-4.393298765,5.801112513,"scotland",16173306.5084501
"Retford",747432.8977,80448.38172,2149194.861,1541071.701,43435.17124,0,100.0676453,2495.390092,0,14418.78714,0,0,0,68327.92461,0,0,0,0,0,1278403.455,5593555.642,11518884.2791473,282850,0,0,7351844,11801734,"inland",23740,53.32270779,-0.943648047,5.424171075,"england",11801734.2791473
"Rhyl",66503.99582,0,383367.7739,1585097.97,247609.7882,0,0,38905.68906,0,0,0,100.0552266,0,9.852554281,0,313704.484,0,920080.0595,76709.95482,3306305.337,2900441.206,9838836.16608088,170069,14268,2247,6649977,10025420,"coastal",26992,53.31551119,-3.475886603,3.625875317,"wales",10025420.1660809
"Richmond upon Thames",2712617.361,110830.27126,154973.8246,7479731.228,2090.353331,0,0,149351.1556,2301.053309,13750.28808,0,0,0,276247.5118,0,0,0,0,3701.590432,21606046.44,10651430.79,43163071.867412,1434515,535166,1185608,31353282,46254473,"inland",195200,51.43462513,-0.34037618,8.141330129,"england",46318360.867412
"Rickmansworth",1561128.536,33032.90627,726703.3206,3202205.836,200.1039463,0,0,929.1009395,12653.35255,21335.73877,0,0,0,111689.5852,0,0,0,0,0,453374.5824,6548842.816,12672095.8786758,678463,0,0,6806660,13350559,"inland",26290,51.63950406,-0.465812043,9.257008027,"england",13350558.8786758
"Ripley (Amber Valley)",1342358.608,16110.68308,704969.8888,3458011.647,200.1520291,0,0,0,300.2271769,100.0754937,0,13333.69149,0,10229.56208,0,0,0,0,0,1522553.998,5002292.937,12070461.4701497,113463,0,0,6903977,12183925,"inland",20180,53.04276369,-1.397624146,5.733368791,"england",12183924.4701497
"Rochdale",3206076.902,27711.37419,184985.9257,7039843.989,285410.5346,16038.69161,16619.33316,2380.970017,34379.6641,652236.3583,0,1801.427805,0,7379.485255,0,0,0,0,0,6900562.933,16404160.32,34779587.908737,353015,0,0,25418942,35132603,"inland",111255,53.61460205,-2.163817503,3.382585175,"england",35132602.908737
"Rochester",865825.5,0,2161070.851,1950012.991,0,729200.7669,0,27602.68207,0,0,0,0,0,12102.5897,0,8500.457827,0,2057.299608,366806.7773,5002412.878,10501401.49,21626994.283405,16132,315861,1260555,14960844,23237085,"estuarine",67285,51.39279154,0.492026072,5.228567308,"england",23219542.283405
"Rotherham",3540337.677,10817.01468,2260956.143,3490548.226,798.1846097,3702.798553,800.6072542,9476.343678,900.6829623,85541.43513,0,300.2264301,0,248924.666,0,0,0,0,0,7275647.787,15432986.66,32361738.4522973,506473,0,0,20631147,32868211,"inland",71535,53.43033346,-1.350756629,2.926598704,"england",32868211.4522973
"Rowley Regis",742859.9101,8416.573615,256720.2969,1319463.289,3958.534821,300.2393167,0,1260.120792,3789.991498,0,0,0,0,71738.5799,0,0,0,0,0,3353019.333,6068473.899,11830000.7679427,181087,0,0,7357740,12010688,"inland",39050,52.49208679,-2.045412041,3.324010906,"england",12011087.7679427
"Royal Leamington Spa",252347.6939,6368.145561,1243622.764,1018812.791,682348.9653,0,0,0,0,0,0,0,0,90261.17588,0,0,0,0,0,2537423.114,8196980.492,14028165.141641,211429,0,0,9860738,14239594,"inland",51310,52.29278826,-1.533147539,6.808647303,"england",14239594.141641
"Royal Sutton Coldfield",2455471.648,133014.0772,2385228.577,4537952.215,32389.74744,0,0,17820.82186,68035.88623,0,0,0,0,74448.71142,0,0,0,0,0,3669242.138,24235491.26,37609095.08215,324924,0,0,25841135,37934019,"inland",93375,52.56939381,-1.828535569,7.376302898,"england",37934019.08215
"Royal Tunbridge Wells",2630026.588,721517.9221,529160.1152,2927288.426,0,1400.22856,0,0,21006.2397,347794.3143,0,300.0503068,0,17348.10039,0,0,0,0,0,1438812.054,10622558.07,19257212.1085568,72235,0,0,12663498,19333748,"inland",51220,51.13332536,0.267854406,8.16437204,"england",19329447.1085568
"Rugby",1591315.593,31039.64271,6198665.876,6482717.866,132843.0565,0,0,13083.8607,0,0,0,0,0,145151.8073,0,0,0,0,0,9022623.249,14210111.49,37827552.44121,449891,0,0,24326562,38277443,"inland",78120,52.3764132,-1.246931164,6.867409336,"england",38277443.44121
"Rugeley",902960.4781,44511.43356,1094722.296,2665773.944,0,0,3302.631747,0,12509.96845,500.3988277,0,0,0,83249.51746,0,0,0,0,0,1624757.52,5407939.89,11840228.0781447,205585,0,0,7315204,12045813,"inland",26145,52.7608018,-1.942471227,5.719594658,"england",12045813.0781447
"Runcorn",3662445.558,0,1259722.673,1507961.075,4363751.951,0,0,0,0,0,6108.122511,0,0,85911.77088,0,11104.39555,0,463184.1468,243152.7247,5875110.865,13943450.4,31421903.682441,1613479,4051,2480,20602819,33041914,"estuarine",61645,53.32937273,-2.686912892,4.075382233,"england",33041913.682441
"Rushden",317148.1802,8883.240167,2201593.591,2100177.145,115885.0017,0,0,0,0,0,0,0,0,83111.75225,0,0,0,0,0,1664073.079,6285293.766,12776165.755317,138484,0,0,7998334,12914650,"inland",31685,52.28933593,-0.597098776,6.820179802,"england",12914649.755317
"Rustington",285484.164,15300.88661,2293298.464,2624309.856,2501.265006,57448.96274,0,201319.5323,0,0,0,0,0,3919.58703,0,410634.0689,0,502111.4178,3601.859228,2263621.123,8153604.817,16817156.003614,66951,7817,371363,10880620,17263287,"coastal",33885,50.81931918,-0.479379393,7.444509331,"england",17263287.003614
"Sale",625909.3275,0,312510.9127,11308.89219,4068529.226,0,0,0,0,0,46256.83192,0,0,38327.33254,0,0,0,0,0,1747002.829,10586851.56,17436696.91185,323223,0,0,12492316,17759920,"inland",62550,53.42132751,-2.321712546,7.55767533,"england",17759919.91185
"Salford",1114753.352,0,215851.3743,608904.9218,2075831.787,0,400.3159028,100.0789735,100.0789771,1401.105747,60673.93763,0,0,116932.7914,0,0,0,0,0,9196380.462,10641658.63,24032988.8357304,1034912,0,0,17966043,25067901,"inland",108410,53.49185214,-2.286031412,2.651429942,"england",25067900.8357304
"Salisbury",564409.1874,85597.35556,2789433.509,4862886.695,813922.1729,166407.1767,0,29188.61169,88755.02056,3202.542118,0,0,0,258812.7012,0,0,0,0,0,1716594.507,9603425.498,20982634.977128,401943,0,0,12445487,21384578,"inland",47690,51.07471806,-1.798777146,6.663739233,"england",21384577.977128
"Scarborough",2251281.83,12538.25444,3699287.949,5110468.998,0,38938.95188,0,0,189.9668098,35696.60873,0,0,0,18977.31362,0,0,192325.0637,374569.2973,59187.49411,3788770.548,10765017.41,26347249.6855898,233206,143425,416584,15163725,27140944,"coastal",59505,54.25756487,-0.40446029,4.642005841,"england",27140464.6855898
"Scunthorpe",2735543.585,143286.2106,3874755.262,2728655.308,963549.3018,38626.36419,4573.330214,18624.48799,12175.43871,155355.0709,35900.88857,0,0,161357.7214,0,0,0,0,0,13735729.57,16478108.8,41086241.339374,457770,0,0,29572112,41544011,"inland",81265,53.58146478,-0.64750643,4.32616976,"england",41544011.339374
"Seaford",64612.68557,0,1261374.745,1384169.215,0,380990.4215,0,48492.63127,0,0,0,0,0,2800.702568,0,227640.989,0,64083.28353,7748.372628,711598.1123,5582984.28,9736495.438366,13068,12845,388889,6667944,10152159,"coastal",23865,50.77604784,0.114381244,7.337291225,"england",10151297.438366
"Sedgley",1487243.327,9694.405261,270886.5921,2227628.427,3376.311597,2277.620231,0,0,0,0,0,0,0,6780.870049,0,0,0,0,0,1289754.993,7011556.697,12309199.243238,17133,0,0,7232629,12326332,"inland",31990,52.52671436,-2.128068506,5.92830797,"england",12326332.243238
"Sevenoaks",3227672.313,189382.2554,725417.0465,3109479.776,0,74009.14617,0,0,1600.352244,131911.6066,0,3805.565692,0,42514.25021,0,0,0,0,0,618005.0104,9740677.308,17864474.630216,510562,0,0,11311296,18375037,"inland",26475,51.27840549,0.185102752,8.986393072,"england",18375036.630216
"Sheffield",15480574.83,293312.9544,4897702.115,18847601.41,16892.16055,702128.7645,210117.164,1329.895735,97626.60796,76568.96939,0,108123.944,0,283011.6906,0,0,0,0,0,27268096.49,80661950.25,148945037.246135,1030279,4397,0,114738370,149979713,"inland",500535,53.37388224,-1.460457258,4.510026371,"england",149979713.246135
"Shrewsbury",1918451.045,0,5606743.272,4779720.537,643500.7522,0,0,106842.0213,0,400.293008,6360.760464,0,0,88150.46297,0,0,0,0,0,3903282.324,16285722.22,33339173.687942,707165,0,0,23133867,34046339,"inland",76015,52.71120659,-2.753172814,6.950394588,"england",34046338.687942
"Sittingbourne",656988.6702,6299.486981,4040209.726,2914298.505,598.0751504,151524.5207,0,585166.327,0,0,0,0,0.095706749,33665.76875,0,7957.396371,0,0,530723.8334,6653066.755,6412663.613,21993162.7732591,242021,125607,135154,14063633,22495944,"inland",54390,51.34627006,0.739593463,4.920673654,"england",22495944.7732591
"Skegness",65209.22676,1200.236969,2691507.72,2067895.423,482.8566802,1900.365038,0,700.1428481,200.0382948,0,0,0,0,9001.29618,0,43849.39545,0,503097.155,205784.4967,3449572.745,4203996.281,13244397.3789201,209547,11346,419,7589020,13465710,"coastal",20700,53.14276507,0.32047561,2.038740637,"england",13465709.3789201
"Skelmersdale",2149406.386,100.0738795,3563252.512,1790697.711,561072.3956,0,13559.97304,0,0,0,0,0,0,954.7188564,0,0,0,0,0,2698190.806,7522349.578,18299584.1543759,46215,0,0,11332673,18345799,"inland",34915,53.55165445,-2.783376696,3.908519825,"england",18345799.1543759
"Slough",1337396.837,72413.4072,1742238.581,7860350.015,24545.11917,0,0,17575.96707,128687.922,1400.778618,0,0,0,203764.4378,0,0,0,0,0,8187092.342,19819579.35,39395044.756858,488238,0,0,28050274,39883883,"inland",166855,51.51777943,-0.591044355,5.075138016,"england",39883282.756858
"Smethwick",405522.3929,3381.439838,42716.45628,645515.5683,0,0,0,800.6382915,0,0,0,0,0,34812.99546,0,0,0,0,0,6181695.691,5187313.959,12501759.1410695,141953,0,0,8799515,12646074,"inland",56340,52.49182016,-1.971914678,2.212052961,"england",12643712.1410695
"Solihull",3279266.283,94914.98705,1381707.111,5852915.201,51676.25909,0,0,58261.07143,18403.4694,0,0,0,0,112039.8574,0,0,0,0,0,6602383.795,25788848.82,43240416.85437,447992,0,0,33124378,43688409,"inland",107735,52.40858892,-1.808401271,7.868305693,"england",43688408.85437
"South Shields",570173.4768,0,903083.5482,1040950.655,22880.85916,0,0,300.2302102,0,1184.73884,0,0,375.7863586,0,0,19086.95587,59516.77673,444170.4969,0,7672294.006,9348289.546,20082307.0760688,17945,53450,1160649,15376119,21314361,"coastal",73345,54.978288,-1.423995942,3.266507443,"england",21314351.0760688
"Southampton",3897104.853,686513.7804,139154.5923,4781972.232,5740.468925,0,400.2994119,111210.3152,479546.3169,0,0,0,1707.663181756,247659.21769,0,0,0,1034984.209,661429.8621,16437545.35,28906754.93,57391724.0901087,145104,480631,2546405,48174396,60512663,"estuarine",249620,50.92156977,-1.387552074,4.482484585,"england",60563864.0901087
"Southend-on-Sea",1444459.162,3099.040548,3104258.659,5715223.184,4699.899035,200161.8479,0,163954.3536,0,0,0,0,26.1244616,18579.53084,0,211280.0181,0,26931.84946,295302.475,13392799.4,20449648.56,45030424.1039446,145651,2088086,14695,36421940,47278861,"estuarine",182305,51.5553735,0.695427923,5.825888232,"england",47278856.1039446
"Southport",989744.1128,0,7161461.332,3224913.278,90882.26247,0,0,26569.50113,0,0,0,0,0,12324.20858,0,1578361.73,0,56695.15019,892859.1637,4965720.024,17883016.93,36882547.69287,643636,0,849,25720259,37527033,"coastal",94440,53.63557711,-2.99189493,5.492077154,"england",37527032.69287
"Southwark",1316779.984,55712.4808,30160.19652,2285344.01,100.034799,5819.633257,0,16520.45924,0,0,0,0,0,58836.38712,0,0,0,0,300.1016079,23989134.38,5386968.07,33145675.7373439,229082,217698,1530539,27197859,35124195,"inland",307700,51.48575802,-0.072340081,4.379505314,"england",35122994.7373439
"Spalding",81937.74047,200.0830102,3253406.974,1779789.945,4651.107255,0,0,300.1242729,0,0,0,0,0,122995.2609,0,0,0,0,0,2082906.836,7001143.996,14327332.0669081,550029,28291,30255,9183193,14935883,"inland",30550,52.77952248,-0.157551919,6.812633292,"england",14935907.0669081
"St Albans",1507723.721,13113.30122,2127349.684,4621146.602,0,0,100.0456383,2501.187086,0,0,0,0,0,31453.17147,0,0,0,0,0,2317152.857,13760855.07,24381395.6394143,100280,26,0,17486918,24481701,"inland",75540,51.75398792,-0.320712068,8.428581934,"england",24481701.6394143
"St Austell",962929.2377,15166.27505,612820.8521,1821746.24,299.9518977,117006.1984,0,599.9036201,184278.4061,14880.2635,0,288516.9659,0,57.93636839,25758.45843,1699.74925,23340.08405,8830.494169,799.8819927,516384.6305,6543430.879,11138546.4080279,60108,2027,54443,6749528,11255125,"inland",24360,50.34364381,-4.783001503,4.681012195,"england",11255124.4080279
"St Helens (St. Helens)",3228803.778,0,3427865.737,1139868.257,7570351.132,0,0,0,0,0,14259.23001,0,0,61687.83165,0,0,0,0,0,7813517.996,17026590.22,40282944.18166,619043,0,0,28808792,40902588,"inland",107680,53.44804362,-2.736723227,3.085596994,"england",40901987.18166
"St Neots",428758.1133,4170.163856,2323618.029,2572294.821,0,200.0910206,100.0441836,2104.562727,0,0,0,0,0,111882.5604,0,0,0,0,0,1941023.61,5963600.384,13347752.3794872,369156,0,0,8322528,13716909,"inland",33265,52.22362147,-0.268385266,7.203146448,"england",13716908.3794872
"Stafford",1789500.303,0,5454888.564,6368503.503,3537.801433,0,0,245291.5354,0,1319.483752,0,0,0,85261.54705,0,0,0,0,0,4145074.916,15061467.43,33154845.083635,478837,0,0,22305879,33633782,"inland",71690,52.80061426,-2.10724664,6.891761634,"england",33633682.083635
"Staines-upon-Thames",776025.1813,26459.98431,321828.4252,2149356.429,332946.5054,0,0,90.68504146,833.9014862,0,0,0,0,363207.7205,0,0,0,0,0,2082922.192,4322709.052,10376380.0762377,2056527,0,0,6791738,12432907,"inland",21325,51.42334674,-0.503987615,7.578578267,"england",12432907.0762377
"Stanford-le-Hope",130775.6984,1491.680874,1623255.885,1575596.168,0,6632.262165,0,61695.60079,0,0,0,0,0,5640.915481,0,0,0,0,0,1892333.89,3589474.773,8886896.87371,59907,4775,3925,9430156,8953203,"estuarine",29525,51.51982738,0.447999042,6.234803907,"england",8955503.87371
"Stevenage",2255703.626,36751.52417,2158222.55,4391382.811,0,0,100.0416228,0,0,0,0,0,0,22274.41943,0,0,0,0,0,3511497.097,15891370.26,28267302.3292228,94579,0,0,21946606,28361881,"inland",94470,51.90955472,-0.189831536,5.31732893,"england",28361881.3292228
"Stirling",2311306.068,0,3792322.254,1987068.363,8036.403965,0,0,0,0,5302.357333,300.1353522,0,1119.167624,2047.610986,0,0,0,27366.24808,264594.8769,5578850.114,6133071.785,20111385.3842402,139303,35580,434431,12541187,20720699,"inland",18141,56.12773299,-3.935294839,6.010270401,"scotland",20720699.3842402
"Stockport",2442947.96,0,647732.5801,3185654.299,1172682.47,0,0,19285.40349,0,0,6174.3433,0,0,23806.03142,0,0,0,0,0,5917222.644,19272857.87,32688363.60131,305360,0,0,23934640,32993724,"inland",117935,53.4105024,-2.16054852,4.566278958,"england",32993723.60131
"Stockton-on-Tees",2024109.139,0,2765545.7,1525332.05,440799.5034,0,0,261.2805187,0,4906.583021,0,0,43.04671786,15689.85351,0,1401.0452996,300.2232826,0,6262.82721,7492986.369,16670861.88,30948499.5009598,597762,36275,84513,23936100,31666124,"inland",84815,54.57302491,-1.326715052,3.913799644,"england",31667049.5009598
"Stoke-on-Trent",7279029.437,38780.6865,3223091.625,22152136.55,0,0,18285.52491,9846.875431,3614.846666,1105297.152,200.1589756,0,0,104342.1058,0,0,0,0,0,17658046.43,43783537.2,95376208.5922826,1047839,0,0,71265981,96424422,"inland",260560,52.98849537,-2.15061071,3.376721651,"england",96424047.5922826
"Stourbridge",932350.1396,21140.10506,1096372.586,2303406.393,17050.70833,0,0,0,100.0796451,0,0,0,0,23319.18827,0,0,0,0,0,3084619.859,12049290.56,19527649.6189051,111939,0,0,14529677,19639589,"inland",56950,52.45190963,-2.142995845,5.860554624,"england",19639588.6189051
"Stowmarket",720232.4146,9710.065044,2821725.848,1200786.499,0,0,1599.655758,0,0,0,0,0,0,1975.496201,0,0,0,0,0,1195146.344,4819106.136,10770282.458603,114889,0,0,6735927,10885172,"inland",21535,52.18558499,0.995791025,7.000878572,"england",10885171.458603
"Stratford-upon-Avon",340316.4839,5704.489696,3047069.067,2233468.365,965212.5341,0,0,0,0,0,0,0,0,85458.31108,0,0,0,0,0,1867301.2,6422674.926,14967205.376776,214113,0,0,9383643,15181319,"inland",28120,52.19273968,-1.721611568,7.57233556,"england",15181318.376776
"Stratton St Margaret",723695.2053,18214.37103,776468.3224,1903122.793,30662.75901,2001.580517,0,17914.13101,43623.81812,1801.423469,0,0,0,46211.47845,0,0,0,0,0,3405125.873,6008583.23,12977424.985306,69394,0,0,8166450,13046819,"inland",20690,51.58537033,-1.745589661,7.084095415,"england",13046818.985306
"Stroud",1284484.269,11553.59751,206598.5094,4532414.97,46179.51523,526270.4175,2101.662198,100.0792152,0,0,0,0,0,5131.267745,0,0,0,0,0,541231.9011,6975283.314,14131349.5028982,123761,0,0,7537839,14255111,"inland",26080,51.74315211,-2.226289412,7.064165357,"england",14255110.5028982
"Sudbury",641576.9922,10497.1294,2630211.113,2649643.538,299.9774441,1899.852712,13321.60915,17950.76526,0,0,0,0,0,41017.1946,0,0,0,0,0,1182896.837,5324194.736,12513509.7447661,226381,0,0,7013251,12739891,"inland",23920,52.03927054,0.736819734,5.905856629,"england",12739890.7447661
"Sunderland",2975492.048,0,4666196.915,3015267.394,213204.392,8564.149681,0,2481.526605,0,42112.57757,0,100.0763942,791.3638474,3021.041462,0,93031.84465,87836.83642,395116.1027,100.0764292,16173033.34,26544138.26,54220487.9447588,305372,271411,1964466,40606556,56763065,"coastal",168315,54.90381249,-1.410041293,3.609146256,"england",56761736.9447588
"Sutton (Sutton)",2238789.525,84966.71577,584864.6162,7312803.144,71.90444751,600.247187,0,0,19310.93686,8966.036018,0,0,0,101696.4514,0,0,0,0,0,8778108.366,29154263.72,48284441.6628825,366745,0,0,36558482,48654888,"inland",209600,51.35884421,-0.175421075,7.476086261,"england",48651186.6628825
"Sutton in Ashfield",1197197.723,18853.82378,1346016.155,2854104.362,0,0,0,160.6035554,10559.13234,200.1472238,0,6204.609263,0,33046.33548,0,0,0,0,0,3339345.585,7889367.488,16695055.9646422,193606,0,0,11046272,16888661,"inland",36425,53.12784866,-1.256655359,4.198387999,"england",16888661.9646422
"Swadlincote",1499222.153,16681.35495,1116260.613,2343788.603,0,0,0,0,5708.72749,300.233216,0,400.3092759,0,22015.59486,0,0,0,0,0,2350797.332,7374545.977,14729720.8977919,118876,0,0,9371022,14848597,"inland",34565,52.77562654,-1.564611795,5.717606651,"england",14848596.8977919
"Swansea",8963626.33,10676.79909,1265238.3,7451651.112,131155.8891,0,300.1088751,1201227.787,122918.8199,1424272.814,67.6371639,5051.767055,0,0,559065.8802,309736.9426,0,2672754.775,125934.3141,8334704.639,40881029.06,73459412.975084,1554923,24585,292452,50800875,75331573,"coastal",238500,51.64411983,-3.930005899,5.588206945,"wales",75331372.975084
"Swindon (Swindon)",2508886.567,52875.138,2631779.618,10544288.51,213897.3541,3933.204994,0,52741.41865,227718.0039,26833.48169,0,0,0,419991.3705,0,0,0,0,0,8225215.483,30641324.62,55549484.769834,414050,0,0,40405749,55963635,"inland",183680,51.56889766,-1.797390556,6.147575195,"england",55963534.769834
"Tadworth and Epsom Downs",1855613.516,325740.4002,607890.0207,2575305.107,0,2597.746891,0,0,47336.608,88023.71527,0,0,0,1948.157953,0,0,0,0,0,244251.9058,8937568.141,14686275.318814,18227,0,0,9164508,14704502,"inland",27095,51.31272718,-0.230166623,8.848624372,"england",14704502.318814
"Tamworth",1522826.069,13091.59657,4195725.539,3892215.004,3228.944891,0,0,3627.298367,0,9414.314898,0,3402.682028,0,226136.327,0,0,0,0,0,4659600.545,14370067.27,28899335.590754,551862,0,0,20878273,29451197,"inland",76090,52.62403529,-1.674733513,5.46206688,"england",29451197.590754
